csat_id,date,work_type,team_id,customer_segment,csat_score,feedback_theme
CSAT_000216,2026-05-13,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,4.7,timeliness
CSAT_000217,2026-05-31,code_review,TEAM_APAC_CODE_01,strategic,4.5,accuracy
CSAT_000218,2026-04-05,expert_review,TEAM_APAC_EXPERT_02,mid_market,4.5,timeliness
CSAT_000219,2026-04-01,rlhf_evaluation,TEAM_APAC_RLHF_01,strategic,4.7,handoff_quality
CSAT_000220,2026-05-26,code_review,TEAM_APAC_CODE_03,startup,4.8,timeliness
CSAT_000221,2026-05-01,expert_review,TEAM_APAC_EXPERT_02,mid_market,4.1,calibration
CSAT_000222,2026-06-11,image_annotation,TEAM_APAC_IMAGE_02,enterprise,4.1,calibration
CSAT_000223,2026-05-27,audio_evaluation,TEAM_APAC_AUDIO_02,mid_market,4.4,timeliness
CSAT_000224,2026-04-09,expert_review,TEAM_APAC_EXPERT_01,strategic,4.6,tooling
CSAT_000225,2026-06-15,code_review,TEAM_APAC_CODE_03,enterprise,4.1,accuracy
CSAT_000226,2026-06-01,image_annotation,TEAM_APAC_IMAGE_01,startup,4.5,handoff_quality
CSAT_000227,2026-03-24,expert_review,TEAM_APAC_EXPERT_02,enterprise,4.3,accuracy
CSAT_000228,2026-04-21,code_review,TEAM_APAC_CODE_01,mid_market,4.4,tooling
CSAT_000229,2026-06-05,image_annotation,TEAM_APAC_IMAGE_01,strategic,4.7,communication
CSAT_000230,2026-06-08,rlhf_evaluation,TEAM_APAC_RLHF_01,enterprise,4.5,timeliness
CSAT_000231,2026-04-11,audio_evaluation,TEAM_APAC_AUDIO_01,mid_market,5.0,calibration
CSAT_000232,2026-05-06,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.1,accuracy
CSAT_000233,2026-04-22,image_annotation,TEAM_APAC_IMAGE_03,enterprise,4.3,communication
CSAT_000234,2026-05-30,expert_review,TEAM_APAC_EXPERT_01,startup,4.3,handoff_quality
CSAT_000235,2026-06-05,rlhf_evaluation,TEAM_APAC_RLHF_01,mid_market,4.1,timeliness
CSAT_000236,2026-04-09,code_review,TEAM_APAC_CODE_02,enterprise,3.9,timeliness
CSAT_000237,2026-04-28,code_review,TEAM_APAC_CODE_03,enterprise,4.2,timeliness
CSAT_000238,2026-03-27,audio_evaluation,TEAM_APAC_AUDIO_02,enterprise,4.3,timeliness
CSAT_000239,2026-04-10,code_review,TEAM_APAC_CODE_01,enterprise,4.3,calibration
CSAT_000240,2026-04-11,audio_evaluation,TEAM_APAC_AUDIO_03,mid_market,4.1,calibration
CSAT_000241,2026-05-11,rlhf_evaluation,TEAM_APAC_RLHF_01,enterprise,4.3,calibration
CSAT_000242,2026-06-03,audio_evaluation,TEAM_APAC_AUDIO_01,mid_market,4.3,handoff_quality
CSAT_000243,2026-04-15,image_annotation,TEAM_APAC_IMAGE_01,mid_market,4.6,tooling
CSAT_000244,2026-03-29,image_annotation,TEAM_APAC_IMAGE_03,enterprise,4.4,accuracy
CSAT_000245,2026-06-13,expert_review,TEAM_APAC_EXPERT_02,enterprise,4.3,tooling
CSAT_000246,2026-04-12,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,4.4,responsiveness
CSAT_000247,2026-05-10,expert_review,TEAM_APAC_EXPERT_02,startup,4.0,timeliness
CSAT_000248,2026-04-13,code_review,TEAM_APAC_CODE_03,enterprise,4.3,communication
CSAT_000249,2026-05-03,image_annotation,TEAM_APAC_IMAGE_02,strategic,4.4,tooling
CSAT_000250,2026-06-07,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,4.3,timeliness
CSAT_000251,2026-05-13,code_review,TEAM_APAC_CODE_01,strategic,4.2,handoff_quality
CSAT_000252,2026-04-21,rlhf_evaluation,TEAM_APAC_RLHF_01,enterprise,4.6,handoff_quality
CSAT_000253,2026-04-14,expert_review,TEAM_APAC_EXPERT_02,enterprise,4.6,communication
CSAT_000254,2026-05-08,image_annotation,TEAM_APAC_IMAGE_02,strategic,4.4,handoff_quality
CSAT_000255,2026-06-06,code_review,TEAM_APAC_CODE_02,strategic,3.9,communication
CSAT_000256,2026-04-12,expert_review,TEAM_APAC_EXPERT_01,startup,4.3,responsiveness
CSAT_000257,2026-03-24,code_review,TEAM_APAC_CODE_03,mid_market,4.1,accuracy
CSAT_000258,2026-04-15,image_annotation,TEAM_APAC_IMAGE_02,enterprise,4.7,handoff_quality
CSAT_000259,2026-04-22,code_review,TEAM_APAC_CODE_01,enterprise,4.2,calibration
CSAT_000260,2026-05-14,rlhf_evaluation,TEAM_APAC_RLHF_03,enterprise,4.3,timeliness
CSAT_000261,2026-05-13,expert_review,TEAM_APAC_EXPERT_01,enterprise,4.4,timeliness
CSAT_000262,2026-04-27,image_annotation,TEAM_APAC_IMAGE_02,startup,4.9,responsiveness
CSAT_000263,2026-05-04,image_annotation,TEAM_APAC_IMAGE_03,startup,4.7,tooling
CSAT_000264,2026-04-24,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,4.3,tooling
CSAT_000265,2026-03-27,expert_review,TEAM_APAC_EXPERT_02,mid_market,4.2,timeliness
CSAT_000266,2026-03-21,expert_review,TEAM_APAC_EXPERT_01,mid_market,4.2,calibration
CSAT_000267,2026-05-11,code_review,TEAM_APAC_CODE_03,enterprise,4.1,timeliness
CSAT_000268,2026-03-25,image_annotation,TEAM_APAC_IMAGE_03,startup,4.6,responsiveness
CSAT_000269,2026-05-30,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,4.0,timeliness
CSAT_000270,2026-03-27,audio_evaluation,TEAM_APAC_AUDIO_03,strategic,3.9,timeliness
CSAT_000271,2026-04-12,image_annotation,TEAM_APAC_IMAGE_01,strategic,4.8,handoff_quality
CSAT_000272,2026-05-12,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,4.1,timeliness
CSAT_000273,2026-04-28,code_review,TEAM_APAC_CODE_03,startup,4.4,responsiveness
CSAT_000274,2026-05-17,rlhf_evaluation,TEAM_APAC_RLHF_01,strategic,4.5,calibration
CSAT_000275,2026-04-29,expert_review,TEAM_APAC_EXPERT_01,strategic,4.5,calibration
CSAT_000276,2026-04-05,code_review,TEAM_APAC_CODE_03,strategic,3.9,communication
CSAT_000277,2026-04-07,audio_evaluation,TEAM_APAC_AUDIO_02,enterprise,4.4,timeliness
CSAT_000278,2026-04-22,audio_evaluation,TEAM_APAC_AUDIO_02,enterprise,4.4,accuracy
CSAT_000279,2026-03-20,code_review,TEAM_APAC_CODE_01,enterprise,4.6,accuracy
CSAT_000280,2026-06-15,audio_evaluation,TEAM_APAC_AUDIO_03,strategic,4.0,calibration
CSAT_000281,2026-05-21,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.0,timeliness
CSAT_000282,2026-04-27,code_review,TEAM_APAC_CODE_01,mid_market,4.4,tooling
CSAT_000283,2026-04-04,image_annotation,TEAM_APAC_IMAGE_01,enterprise,4.6,handoff_quality
CSAT_000284,2026-05-05,code_review,TEAM_APAC_CODE_02,startup,4.4,calibration
CSAT_000285,2026-04-26,image_annotation,TEAM_APAC_IMAGE_04,mid_market,4.6,accuracy
CSAT_000286,2026-06-13,image_annotation,TEAM_APAC_IMAGE_03,mid_market,4.4,calibration
CSAT_000287,2026-05-30,rlhf_evaluation,TEAM_APAC_RLHF_01,strategic,4.1,communication
CSAT_000288,2026-05-31,code_review,TEAM_APAC_CODE_02,strategic,4.4,tooling
CSAT_000289,2026-03-31,expert_review,TEAM_APAC_EXPERT_02,mid_market,4.0,calibration
CSAT_000290,2026-04-04,audio_evaluation,TEAM_APAC_AUDIO_01,mid_market,4.1,timeliness
CSAT_000291,2026-05-29,code_review,TEAM_APAC_CODE_03,mid_market,4.8,timeliness
CSAT_000292,2026-05-07,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.2,handoff_quality
CSAT_000293,2026-04-14,code_review,TEAM_APAC_CODE_01,enterprise,4.7,handoff_quality
CSAT_000294,2026-05-13,expert_review,TEAM_APAC_EXPERT_01,strategic,4.4,calibration
CSAT_000295,2026-04-10,expert_review,TEAM_APAC_EXPERT_02,enterprise,4.4,accuracy
CSAT_000296,2026-05-10,rlhf_evaluation,TEAM_APAC_RLHF_01,enterprise,4.0,timeliness
CSAT_000297,2026-03-20,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.6,responsiveness
CSAT_000298,2026-05-15,expert_review,TEAM_APAC_EXPERT_01,enterprise,4.6,tooling
CSAT_000299,2026-03-31,image_annotation,TEAM_APAC_IMAGE_03,mid_market,4.5,handoff_quality
CSAT_000300,2026-04-21,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,4.7,handoff_quality
CSAT_000301,2026-04-07,expert_review,TEAM_APAC_EXPERT_01,strategic,4.2,accuracy
CSAT_000302,2026-04-27,rlhf_evaluation,TEAM_APAC_RLHF_01,enterprise,3.5,timeliness
CSAT_000303,2026-06-11,rlhf_evaluation,TEAM_APAC_RLHF_02,startup,4.0,timeliness
CSAT_000304,2026-04-13,rlhf_evaluation,TEAM_APAC_RLHF_02,strategic,4.1,accuracy
CSAT_000305,2026-05-09,rlhf_evaluation,TEAM_APAC_RLHF_01,strategic,4.3,handoff_quality
CSAT_000306,2026-04-23,image_annotation,TEAM_APAC_IMAGE_01,enterprise,4.8,accuracy
CSAT_000307,2026-03-18,code_review,TEAM_APAC_CODE_01,mid_market,4.6,responsiveness
CSAT_000308,2026-04-30,image_annotation,TEAM_APAC_IMAGE_02,strategic,4.4,timeliness
CSAT_000309,2026-05-06,code_review,TEAM_APAC_CODE_02,strategic,4.4,tooling
CSAT_000310,2026-05-20,rlhf_evaluation,TEAM_APAC_RLHF_03,mid_market,4.3,calibration
CSAT_000311,2026-03-21,image_annotation,TEAM_APAC_IMAGE_01,mid_market,4.5,handoff_quality
CSAT_000312,2026-03-18,code_review,TEAM_APAC_CODE_03,strategic,4.1,calibration
CSAT_000313,2026-06-02,audio_evaluation,TEAM_APAC_AUDIO_03,mid_market,4.1,timeliness
CSAT_000314,2026-04-02,audio_evaluation,TEAM_APAC_AUDIO_02,enterprise,4.3,responsiveness
CSAT_000315,2026-04-11,image_annotation,TEAM_APAC_IMAGE_02,enterprise,4.3,handoff_quality
CSAT_000316,2026-05-12,expert_review,TEAM_APAC_EXPERT_01,enterprise,4.3,responsiveness
CSAT_000317,2026-05-25,audio_evaluation,TEAM_APAC_AUDIO_03,strategic,4.3,timeliness
CSAT_000318,2026-04-06,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.3,tooling
CSAT_000319,2026-06-06,code_review,TEAM_APAC_CODE_03,enterprise,4.5,calibration
CSAT_000320,2026-04-30,code_review,TEAM_APAC_CODE_02,startup,4.6,accuracy
CSAT_000321,2026-06-09,audio_evaluation,TEAM_APAC_AUDIO_03,startup,4.1,accuracy
CSAT_000322,2026-06-01,image_annotation,TEAM_APAC_IMAGE_02,enterprise,4.4,tooling
CSAT_000323,2026-05-20,image_annotation,TEAM_APAC_IMAGE_02,mid_market,4.7,handoff_quality
CSAT_000324,2026-05-18,expert_review,TEAM_APAC_EXPERT_01,enterprise,4.5,communication
CSAT_000325,2026-03-29,rlhf_evaluation,TEAM_APAC_RLHF_01,enterprise,4.2,accuracy
CSAT_000326,2026-06-01,code_review,TEAM_APAC_CODE_02,enterprise,4.6,responsiveness
CSAT_000327,2026-04-07,rlhf_evaluation,TEAM_APAC_RLHF_03,enterprise,4.5,accuracy
CSAT_000328,2026-06-10,audio_evaluation,TEAM_APAC_AUDIO_01,strategic,4.3,calibration
CSAT_000329,2026-04-08,expert_review,TEAM_APAC_EXPERT_02,strategic,3.9,timeliness
CSAT_000330,2026-03-26,image_annotation,TEAM_APAC_IMAGE_01,strategic,5.0,calibration
CSAT_000331,2026-06-04,audio_evaluation,TEAM_APAC_AUDIO_01,strategic,4.3,handoff_quality
CSAT_000332,2026-05-14,audio_evaluation,TEAM_APAC_AUDIO_03,startup,4.0,timeliness
CSAT_000333,2026-06-07,expert_review,TEAM_APAC_EXPERT_01,strategic,4.1,calibration
CSAT_000334,2026-04-26,audio_evaluation,TEAM_APAC_AUDIO_01,mid_market,3.9,timeliness
CSAT_000335,2026-03-23,image_annotation,TEAM_APAC_IMAGE_03,enterprise,4.6,tooling
CSAT_000336,2026-05-02,code_review,TEAM_APAC_CODE_03,mid_market,4.3,tooling
CSAT_000337,2026-04-19,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.3,handoff_quality
CSAT_000338,2026-05-16,expert_review,TEAM_APAC_EXPERT_01,mid_market,4.5,handoff_quality
CSAT_000339,2026-05-02,code_review,TEAM_APAC_CODE_03,mid_market,4.6,communication
CSAT_000340,2026-06-11,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,3.7,calibration
CSAT_000341,2026-04-14,audio_evaluation,TEAM_APAC_AUDIO_02,strategic,4.3,tooling
CSAT_000342,2026-04-03,code_review,TEAM_APAC_CODE_03,enterprise,4.0,accuracy
CSAT_000343,2026-04-08,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.3,timeliness
CSAT_000344,2026-04-20,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,3.9,timeliness
CSAT_000345,2026-04-07,rlhf_evaluation,TEAM_APAC_RLHF_03,enterprise,4.1,calibration
CSAT_000346,2026-05-16,audio_evaluation,TEAM_APAC_AUDIO_01,mid_market,4.2,communication
CSAT_000347,2026-06-13,audio_evaluation,TEAM_APAC_AUDIO_01,mid_market,4.0,timeliness
CSAT_000348,2026-03-23,image_annotation,TEAM_APAC_IMAGE_04,enterprise,4.9,tooling
CSAT_000349,2026-03-27,audio_evaluation,TEAM_APAC_AUDIO_01,mid_market,4.3,responsiveness
CSAT_000350,2026-05-27,code_review,TEAM_APAC_CODE_01,strategic,4.4,accuracy
CSAT_000351,2026-05-13,code_review,TEAM_APAC_CODE_03,enterprise,4.2,communication
CSAT_000352,2026-06-09,image_annotation,TEAM_APAC_IMAGE_04,enterprise,4.8,responsiveness
CSAT_000353,2026-05-10,image_annotation,TEAM_APAC_IMAGE_03,mid_market,4.9,responsiveness
CSAT_000354,2026-03-21,expert_review,TEAM_APAC_EXPERT_01,mid_market,4.3,tooling
CSAT_000355,2026-04-27,rlhf_evaluation,TEAM_APAC_RLHF_01,mid_market,4.3,calibration
CSAT_000356,2026-03-19,rlhf_evaluation,TEAM_APAC_RLHF_03,enterprise,4.3,handoff_quality
CSAT_000357,2026-04-06,audio_evaluation,TEAM_APAC_AUDIO_02,enterprise,4.5,responsiveness
CSAT_000358,2026-04-25,code_review,TEAM_APAC_CODE_02,enterprise,4.1,calibration
CSAT_000359,2026-04-08,image_annotation,TEAM_APAC_IMAGE_02,startup,4.6,handoff_quality
CSAT_000360,2026-03-26,code_review,TEAM_APAC_CODE_03,enterprise,4.4,handoff_quality
CSAT_000361,2026-05-02,expert_review,TEAM_APAC_EXPERT_01,startup,4.5,handoff_quality
CSAT_000362,2026-05-09,image_annotation,TEAM_APAC_IMAGE_04,startup,4.4,communication
CSAT_000363,2026-03-28,expert_review,TEAM_APAC_EXPERT_01,mid_market,4.3,calibration
CSAT_000364,2026-05-10,code_review,TEAM_APAC_CODE_03,mid_market,4.1,calibration
CSAT_000365,2026-05-24,code_review,TEAM_APAC_CODE_03,mid_market,4.3,responsiveness
CSAT_000366,2026-06-12,image_annotation,TEAM_APAC_IMAGE_04,mid_market,4.4,accuracy
CSAT_000367,2026-04-16,expert_review,TEAM_APAC_EXPERT_02,startup,4.2,responsiveness
CSAT_000368,2026-04-23,code_review,TEAM_APAC_CODE_02,enterprise,4.4,timeliness
CSAT_000369,2026-04-24,rlhf_evaluation,TEAM_APAC_RLHF_01,enterprise,4.2,calibration
CSAT_000370,2026-04-26,code_review,TEAM_APAC_CODE_01,mid_market,4.2,accuracy
CSAT_000371,2026-04-29,code_review,TEAM_APAC_CODE_03,mid_market,4.5,accuracy
CSAT_000372,2026-06-13,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.0,timeliness
CSAT_000373,2026-05-08,expert_review,TEAM_APAC_EXPERT_02,mid_market,4.4,calibration
CSAT_000374,2026-06-01,code_review,TEAM_APAC_CODE_02,mid_market,4.1,timeliness
CSAT_000375,2026-03-26,code_review,TEAM_APAC_CODE_01,enterprise,4.5,responsiveness
CSAT_000376,2026-05-31,image_annotation,TEAM_APAC_IMAGE_02,startup,4.5,timeliness
CSAT_000377,2026-05-22,code_review,TEAM_APAC_CODE_01,strategic,4.1,accuracy
CSAT_000378,2026-03-27,image_annotation,TEAM_APAC_IMAGE_02,mid_market,4.2,calibration
CSAT_000379,2026-04-19,code_review,TEAM_APAC_CODE_03,startup,4.3,responsiveness
CSAT_000380,2026-05-21,image_annotation,TEAM_APAC_IMAGE_01,startup,4.4,tooling
CSAT_000381,2026-03-30,expert_review,TEAM_APAC_EXPERT_01,startup,4.0,calibration
CSAT_000382,2026-05-21,image_annotation,TEAM_APAC_IMAGE_04,mid_market,4.5,timeliness
CSAT_000383,2026-04-17,image_annotation,TEAM_APAC_IMAGE_02,mid_market,4.6,accuracy
CSAT_000384,2026-06-02,expert_review,TEAM_APAC_EXPERT_01,mid_market,4.7,communication
CSAT_000385,2026-04-14,rlhf_evaluation,TEAM_APAC_RLHF_03,enterprise,4.1,calibration
CSAT_000386,2026-04-20,code_review,TEAM_APAC_CODE_01,mid_market,4.2,responsiveness
CSAT_000387,2026-06-08,code_review,TEAM_APAC_CODE_03,mid_market,4.4,timeliness
CSAT_000388,2026-05-05,code_review,TEAM_APAC_CODE_02,enterprise,4.4,timeliness
CSAT_000389,2026-05-30,rlhf_evaluation,TEAM_APAC_RLHF_03,enterprise,4.6,accuracy
CSAT_000390,2026-04-25,audio_evaluation,TEAM_APAC_AUDIO_03,mid_market,4.4,communication
CSAT_000391,2026-04-23,image_annotation,TEAM_APAC_IMAGE_01,strategic,4.4,communication
CSAT_000392,2026-06-05,audio_evaluation,TEAM_APAC_AUDIO_03,startup,4.2,accuracy
CSAT_000393,2026-05-22,code_review,TEAM_APAC_CODE_01,enterprise,4.6,calibration
CSAT_000394,2026-04-23,rlhf_evaluation,TEAM_APAC_RLHF_03,startup,4.5,timeliness
CSAT_000395,2026-04-22,expert_review,TEAM_APAC_EXPERT_01,enterprise,4.6,calibration
CSAT_000396,2026-04-04,code_review,TEAM_APAC_CODE_03,enterprise,4.4,calibration
CSAT_000397,2026-05-23,image_annotation,TEAM_APAC_IMAGE_01,enterprise,4.5,handoff_quality
CSAT_000398,2026-04-05,rlhf_evaluation,TEAM_APAC_RLHF_03,strategic,4.4,accuracy
CSAT_000399,2026-03-25,image_annotation,TEAM_APAC_IMAGE_03,enterprise,4.5,timeliness
CSAT_000400,2026-05-26,image_annotation,TEAM_APAC_IMAGE_01,enterprise,4.6,handoff_quality
CSAT_000401,2026-05-07,image_annotation,TEAM_APAC_IMAGE_04,mid_market,4.5,calibration
CSAT_000402,2026-05-18,image_annotation,TEAM_APAC_IMAGE_04,startup,4.4,handoff_quality
CSAT_000403,2026-05-07,rlhf_evaluation,TEAM_APAC_RLHF_03,startup,4.9,tooling
CSAT_000404,2026-03-20,code_review,TEAM_APAC_CODE_03,enterprise,3.8,accuracy
CSAT_000405,2026-04-16,rlhf_evaluation,TEAM_APAC_RLHF_03,mid_market,3.9,calibration
CSAT_000406,2026-06-02,expert_review,TEAM_APAC_EXPERT_02,strategic,4.3,handoff_quality
CSAT_000407,2026-04-28,expert_review,TEAM_APAC_EXPERT_01,mid_market,4.1,timeliness
CSAT_000408,2026-05-27,audio_evaluation,TEAM_APAC_AUDIO_03,startup,4.5,timeliness
CSAT_000409,2026-03-19,expert_review,TEAM_APAC_EXPERT_02,mid_market,4.3,communication
CSAT_000410,2026-05-25,image_annotation,TEAM_APAC_IMAGE_01,enterprise,4.8,responsiveness
CSAT_000411,2026-05-25,rlhf_evaluation,TEAM_APAC_RLHF_01,startup,4.5,accuracy
CSAT_000412,2026-04-30,audio_evaluation,TEAM_APAC_AUDIO_02,enterprise,4.1,timeliness
CSAT_000413,2026-05-08,audio_evaluation,TEAM_APAC_AUDIO_01,startup,4.2,calibration
CSAT_000414,2026-04-10,image_annotation,TEAM_APAC_IMAGE_04,strategic,4.4,handoff_quality
CSAT_000415,2026-04-20,code_review,TEAM_APAC_CODE_02,mid_market,4.4,tooling
CSAT_000416,2026-03-20,image_annotation,TEAM_APAC_IMAGE_02,enterprise,4.5,timeliness
CSAT_000417,2026-05-04,audio_evaluation,TEAM_APAC_AUDIO_02,strategic,4.3,timeliness
CSAT_000418,2026-06-02,expert_review,TEAM_APAC_EXPERT_01,strategic,4.0,accuracy
CSAT_000419,2026-05-25,code_review,TEAM_APAC_CODE_01,strategic,4.4,responsiveness
CSAT_000420,2026-05-23,code_review,TEAM_APAC_CODE_02,mid_market,4.2,timeliness
CSAT_000421,2026-04-15,rlhf_evaluation,TEAM_APAC_RLHF_02,strategic,4.1,accuracy
CSAT_000422,2026-05-26,rlhf_evaluation,TEAM_APAC_RLHF_03,startup,4.5,communication
CSAT_000423,2026-04-05,code_review,TEAM_APAC_CODE_02,enterprise,4.3,accuracy
CSAT_000424,2026-05-09,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,4.3,handoff_quality
CSAT_000425,2026-04-04,expert_review,TEAM_APAC_EXPERT_02,strategic,4.4,communication
CSAT_000426,2026-04-29,rlhf_evaluation,TEAM_APAC_RLHF_02,strategic,3.9,accuracy
CSAT_000427,2026-06-03,image_annotation,TEAM_APAC_IMAGE_01,enterprise,4.7,handoff_quality
CSAT_000428,2026-06-13,audio_evaluation,TEAM_APAC_AUDIO_03,enterprise,3.9,calibration
CSAT_000429,2026-05-24,audio_evaluation,TEAM_APAC_AUDIO_02,enterprise,4.4,communication
CSAT_000430,2026-04-13,rlhf_evaluation,TEAM_APAC_RLHF_01,startup,4.4,accuracy
CSAT_000431,2026-06-04,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,4.1,timeliness
CSAT_000432,2026-06-14,code_review,TEAM_APAC_CODE_01,strategic,4.3,calibration
